,name,alternating,positive,alexander_polynomial
1462,12a_661,Y,N,4-21*t+44*t^2-55*t^3+44*t^4-21*t^5+4*t^6
1463,12a_662,Y,N,1-8*t+27*t^2-52*t^3+65*t^4-52*t^5+27*t^6-8*t^7+t^8
1464,12a_663,Y,N,3-17*t+41*t^2-53*t^3+41*t^4-17*t^5+3*t^6
1465,12a_664,Y,N,1-8*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-8*t^7+t^8
1466,12a_665,Y,N,2-17*t+47*t^2-63*t^3+47*t^4-17*t^5+2*t^6
1467,12a_666,Y,N,3-20*t+49*t^2-63*t^3+49*t^4-20*t^5+3*t^6
1468,12a_667,Y,N,2-7*t+15*t^2-23*t^3+27*t^4-23*t^5+15*t^6-7*t^7+2*t^8
1469,12a_668,Y,N,2-9*t+23*t^2-38*t^3+45*t^4-38*t^5+23*t^6-9*t^7+2*t^8
1470,12a_669,Y,N,3-9*t+14*t^2-15*t^3+14*t^4-9*t^5+3*t^6
1471,12a_670,Y,N,2-11*t+29*t^2-48*t^3+57*t^4-48*t^5+29*t^6-11*t^7+2*t^8
1472,12a_671,Y,N,2-9*t+22*t^2-34*t^3+39*t^4-34*t^5+22*t^6-9*t^7+2*t^8
1473,12a_672,Y,N,2-11*t+29*t^2-50*t^3+59*t^4-50*t^5+29*t^6-11*t^7+2*t^8
1474,12a_673,Y,N,1-8*t+25*t^2-43*t^3+49*t^4-43*t^5+25*t^6-8*t^7+t^8
1475,12a_674,Y,N,1-8*t+25*t^2-47*t^3+59*t^4-47*t^5+25*t^6-8*t^7+t^8
1476,12a_675,Y,N,2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
1477,12a_676,Y,N,3-14*t+32*t^2-41*t^3+32*t^4-14*t^5+3*t^6
1478,12a_677,Y,N,4-18*t+40*t^2-51*t^3+40*t^4-18*t^5+4*t^6
1479,12a_678,Y,N,4-19*t+41*t^2-51*t^3+41*t^4-19*t^5+4*t^6
1481,12a_680,Y,N,2-10*t+24*t^2-40*t^3+47*t^4-40*t^5+24*t^6-10*t^7+2*t^8
1482,12a_681,Y,N,1-7*t+18*t^2-29*t^3+35*t^4-29*t^5+18*t^6-7*t^7+t^8
1483,12a_682,Y,N,2-12*t+25*t^2-29*t^3+25*t^4-12*t^5+2*t^6
1484,12a_683,Y,N,1-7*t+16*t^2-22*t^3+25*t^4-22*t^5+16*t^6-7*t^7+t^8
1485,12a_684,Y,N,2-14*t+32*t^2-39*t^3+32*t^4-14*t^5+2*t^6
1486,12a_685,Y,N,4-21*t+46*t^2-59*t^3+46*t^4-21*t^5+4*t^6
1487,12a_686,Y,N,5-23*t+47*t^2-59*t^3+47*t^4-23*t^5+5*t^6
1488,12a_687,Y,N,3-21*t+53*t^2-69*t^3+53*t^4-21*t^5+3*t^6
1489,12a_688,Y,N,2-10*t+26*t^2-42*t^3+49*t^4-42*t^5+26*t^6-10*t^7+2*t^8
1490,12a_689,Y,N,2-13*t+29*t^2-35*t^3+29*t^4-13*t^5+2*t^6
1491,12a_690,Y,N,4-22*t+37*t^2-22*t^3+4*t^4
1492,12a_691,Y,N,3-19*t+33*t^2-19*t^3+3*t^4
1493,12a_692,Y,N,2-8*t+19*t^2-30*t^3+35*t^4-30*t^5+19*t^6-8*t^7+2*t^8
1494,12a_693,Y,N,1-7*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-7*t^7+t^8
1495,12a_694,Y,N,2-10*t+21*t^2-30*t^3+33*t^4-30*t^5+21*t^6-10*t^7+2*t^8
1496,12a_695,Y,N,1-8*t+29*t^2-61*t^3+77*t^4-61*t^5+29*t^6-8*t^7+t^8
1497,12a_696,Y,N,1-8*t+29*t^2-61*t^3+79*t^4-61*t^5+29*t^6-8*t^7+t^8
1498,12a_697,Y,N,1-9*t+33*t^2-66*t^3+83*t^4-66*t^5+33*t^6-9*t^7+t^8
1499,12a_698,Y,N,1-8*t+28*t^2-55*t^3+67*t^4-55*t^5+28*t^6-8*t^7+t^8
1500,12a_699,Y,N,1-8*t+28*t^2-57*t^3+73*t^4-57*t^5+28*t^6-8*t^7+t^8
1501,12a_700,Y,N,1-7*t+26*t^2-56*t^3+73*t^4-56*t^5+26*t^6-7*t^7+t^8
1502,12a_701,Y,N,2-10*t+27*t^2-46*t^3+55*t^4-46*t^5+27*t^6-10*t^7+2*t^8
1503,12a_702,Y,N,1-7*t+20*t^2-34*t^3+41*t^4-34*t^5+20*t^6-7*t^7+t^8
1504,12a_703,Y,N,1-9*t+32*t^2-64*t^3+79*t^4-64*t^5+32*t^6-9*t^7+t^8
1505,12a_704,Y,N,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
1506,12a_705,Y,N,1-9*t+33*t^2-68*t^3+87*t^4-68*t^5+33*t^6-9*t^7+t^8
1507,12a_706,Y,N,1-7*t+24*t^2-46*t^3+57*t^4-46*t^5+24*t^6-7*t^7+t^8
1508,12a_707,Y,N,1-8*t+29*t^2-59*t^3+75*t^4-59*t^5+29*t^6-8*t^7+t^8
1509,12a_708,Y,N,1-7*t+22*t^2-42*t^3+51*t^4-42*t^5+22*t^6-7*t^7+t^8
1510,12a_709,Y,N,1-8*t+28*t^2-57*t^3+71*t^4-57*t^5+28*t^6-8*t^7+t^8
1511,12a_710,Y,N,1-9*t+33*t^2-66*t^3+81*t^4-66*t^5+33*t^6-9*t^7+t^8
1512,12a_711,Y,N,1-8*t+27*t^2-53*t^3+65*t^4-53*t^5+27*t^6-8*t^7+t^8
1513,12a_712,Y,N,1-9*t+34*t^2-70*t^3+87*t^4-70*t^5+34*t^6-9*t^7+t^8
1514,12a_713,Y,N,2-8*t+17*t^2-27*t^3+31*t^4-27*t^5+17*t^6-8*t^7+2*t^8
1515,12a_714,Y,N,2-8*t+15*t^2-19*t^3+19*t^4-19*t^5+15*t^6-8*t^7+2*t^8
1516,12a_715,Y,N,4-18*t+38*t^2-49*t^3+38*t^4-18*t^5+4*t^6
1517,12a_716,Y,N,1-3*t+5*t^2-5*t^3+5*t^4-5*t^5+5*t^6-5*t^7+5*t^8-3*t^9+t^10
1518,12a_717,Y,N,2-7*t+13*t^2-15*t^3+15*t^4-15*t^5+13*t^6-7*t^7+2*t^8
1519,12a_718,Y,N,2-8*t+18*t^2-27*t^3+31*t^4-27*t^5+18*t^6-8*t^7+2*t^8
1520,12a_719,Y,N,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
1521,12a_720,Y,N,2-8*t+16*t^2-20*t^3+21*t^4-20*t^5+16*t^6-8*t^7+2*t^8
1522,12a_721,Y,N,4-18*t+39*t^2-49*t^3+39*t^4-18*t^5+4*t^6
1523,12a_722,Y,N,1-3*t+3*t^2-3*t^3+3*t^4-3*t^5+3*t^6-3*t^7+3*t^8-3*t^9+t^10
1524,12a_723,Y,N,2-7*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-7*t^7+2*t^8
1525,12a_724,Y,N,2-8*t+14*t^2-19*t^3+21*t^4-19*t^5+14*t^6-8*t^7+2*t^8
1526,12a_725,Y,N,4-16*t+25*t^2-27*t^3+25*t^4-16*t^5+4*t^6
1527,12a_726,Y,N,2-8*t+14*t^2-18*t^3+19*t^4-18*t^5+14*t^6-8*t^7+2*t^8
1528,12a_727,Y,N,4-18*t+35*t^2-43*t^3+35*t^4-18*t^5+4*t^6
1529,12a_728,Y,N,2-8*t+17*t^2-25*t^3+29*t^4-25*t^5+17*t^6-8*t^7+2*t^8
1530,12a_729,Y,N,4-18*t+38*t^2-47*t^3+38*t^4-18*t^5+4*t^6
1531,12a_730,Y,N,4-18*t+34*t^2-41*t^3+34*t^4-18*t^5+4*t^6
1532,12a_731,Y,N,4-14*t+22*t^2-25*t^3+22*t^4-14*t^5+4*t^6
1533,12a_732,Y,N,3-11*t+21*t^2-25*t^3+21*t^4-11*t^5+3*t^6
1534,12a_733,Y,N,3-11*t+15*t^2-15*t^3+15*t^4-11*t^5+3*t^6
1535,12a_734,Y,N,2-10*t+26*t^2-46*t^3+55*t^4-46*t^5+26*t^6-10*t^7+2*t^8
1536,12a_735,Y,N,6-25*t+37*t^2-25*t^3+6*t^4
1537,12a_736,Y,N,4-16*t+31*t^2-39*t^3+31*t^4-16*t^5+4*t^6
1538,12a_737,Y,N,2-9*t+21*t^2-32*t^3+37*t^4-32*t^5+21*t^6-9*t^7+2*t^8
1539,12a_738,Y,N,3-13*t+27*t^2-33*t^3+27*t^4-13*t^5+3*t^6
1540,12a_739,Y,N,2-9*t+19*t^2-28*t^3+31*t^4-28*t^5+19*t^6-9*t^7+2*t^8
1541,12a_740,Y,N,3-13*t+25*t^2-31*t^3+25*t^4-13*t^5+3*t^6
1542,12a_741,Y,N,5-25*t+54*t^2-69*t^3+54*t^4-25*t^5+5*t^6
1543,12a_742,Y,N,2-8*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-8*t^7+2*t^8
1544,12a_743,Y,N,6-20*t+27*t^2-20*t^3+6*t^4
1545,12a_744,Y,N,4-15*t+23*t^2-15*t^3+4*t^4
1546,12a_745,Y,N,4-15*t+21*t^2-15*t^3+4*t^4
1547,12a_746,Y,N,2-10*t+26*t^2-44*t^3+53*t^4-44*t^5+26*t^6-10*t^7+2*t^8
1548,12a_747,Y,N,1-8*t+25*t^2-45*t^3+53*t^4-45*t^5+25*t^6-8*t^7+t^8
1549,12a_748,Y,N,4-16*t+30*t^2-37*t^3+30*t^4-16*t^5+4*t^6
1550,12a_749,Y,N,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
1551,12a_750,Y,N,8-34*t+51*t^2-34*t^3+8*t^4
1552,12a_751,Y,N,2-14*t+38*t^2-53*t^3+38*t^4-14*t^5+2*t^6
1553,12a_752,Y,N,8-29*t+41*t^2-29*t^3+8*t^4
1554,12a_753,Y,N,6-21*t+31*t^2-21*t^3+6*t^4
1555,12a_754,Y,N,1-9*t+30*t^2-57*t^3+69*t^4-57*t^5+30*t^6-9*t^7+t^8
1556,12a_755,Y,N,2-11*t+31*t^2-57*t^3+69*t^4-57*t^5+31*t^6-11*t^7+2*t^8
1557,12a_756,Y,N,1-8*t+23*t^2-39*t^3+45*t^4-39*t^5+23*t^6-8*t^7+t^8
1558,12a_757,Y,N,2-9*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-9*t^7+2*t^8
1559,12a_758,Y,N,3-13*t+25*t^2-31*t^3+25*t^4-13*t^5+3*t^6
1560,12a_759,Y,N,2-6*t+9*t^2-9*t^3+9*t^4-9*t^5+9*t^6-6*t^7+2*t^8
1561,12a_760,Y,N,4-14*t+24*t^2-27*t^3+24*t^4-14*t^5+4*t^6
1562,12a_761,Y,N,4-16*t+31*t^2-37*t^3+31*t^4-16*t^5+4*t^6
1563,12a_762,Y,N,2-6*t+7*t^2-7*t^3+7*t^4-7*t^5+7*t^6-6*t^7+2*t^8
1564,12a_763,Y,N,4-14*t+20*t^2-21*t^3+20*t^4-14*t^5+4*t^6
1565,12a_764,Y,N,4-16*t+29*t^2-35*t^3+29*t^4-16*t^5+4*t^6
1566,12a_765,Y,N,1-9*t+31*t^2-60*t^3+75*t^4-60*t^5+31*t^6-9*t^7+t^8
1567,12a_766,Y,N,1-8*t+25*t^2-45*t^3+55*t^4-45*t^5+25*t^6-8*t^7+t^8
1568,12a_767,Y,N,8-31*t+45*t^2-31*t^3+8*t^4
1569,12a_768,Y,N,1-8*t+23*t^2-38*t^3+43*t^4-38*t^5+23*t^6-8*t^7+t^8
1570,12a_769,Y,N,2-16*t+45*t^2-63*t^3+45*t^4-16*t^5+2*t^6
1571,12a_770,Y,N,2-17*t+48*t^2-65*t^3+48*t^4-17*t^5+2*t^6
1572,12a_771,Y,N,5-23*t+50*t^2-63*t^3+50*t^4-23*t^5+5*t^6
1573,12a_772,Y,N,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
1574,12a_773,Y,N,6-23*t+33*t^2-23*t^3+6*t^4
1575,12a_774,Y,N,6-22*t+33*t^2-22*t^3+6*t^4
1576,12a_775,Y,N,6-22*t+31*t^2-22*t^3+6*t^4
1577,12a_776,Y,N,1-8*t+25*t^2-46*t^3+55*t^4-46*t^5+25*t^6-8*t^7+t^8
1578,12a_777,Y,N,1-8*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-8*t^7+t^8
1579,12a_778,Y,N,1-9*t+30*t^2-57*t^3+71*t^4-57*t^5+30*t^6-9*t^7+t^8
1580,12a_779,Y,N,2-16*t+44*t^2-61*t^3+44*t^4-16*t^5+2*t^6
1581,12a_780,Y,N,5-24*t+51*t^2-65*t^3+51*t^4-24*t^5+5*t^6
1582,12a_781,Y,N,2-14*t+37*t^2-51*t^3+37*t^4-14*t^5+2*t^6
1583,12a_782,Y,N,2-14*t+36*t^2-47*t^3+36*t^4-14*t^5+2*t^6
1584,12a_783,Y,N,2-16*t+45*t^2-61*t^3+45*t^4-16*t^5+2*t^6
1585,12a_784,Y,N,2-9*t+23*t^2-39*t^3+47*t^4-39*t^5+23*t^6-9*t^7+2*t^8
1586,12a_785,Y,N,1-9*t+32*t^2-62*t^3+77*t^4-62*t^5+32*t^6-9*t^7+t^8
1587,12a_786,Y,N,2-15*t+40*t^2-55*t^3+40*t^4-15*t^5+2*t^6
1588,12a_787,Y,N,8-29*t+43*t^2-29*t^3+8*t^4
1589,12a_788,Y,N,1-8*t+31*t^2-67*t^3+85*t^4-67*t^5+31*t^6-8*t^7+t^8
1590,12a_789,Y,N,2-7*t+14*t^2-20*t^3+23*t^4-20*t^5+14*t^6-7*t^7+2*t^8
1591,12a_790,Y,N,4-16*t+32*t^2-39*t^3+32*t^4-16*t^5+4*t^6
1592,12a_791,Y,N,3-9*t+13*t^2-13*t^3+13*t^4-9*t^5+3*t^6
1593,12a_792,Y,N,6-21*t+31*t^2-21*t^3+6*t^4
1594,12a_793,Y,N,1-9*t+32*t^2-62*t^3+77*t^4-62*t^5+32*t^6-9*t^7+t^8
1595,12a_794,Y,N,2-7*t+12*t^2-16*t^3+17*t^4-16*t^5+12*t^6-7*t^7+2*t^8
1596,12a_795,Y,N,4-16*t+30*t^2-37*t^3+30*t^4-16*t^5+4*t^6
1597,12a_796,Y,N,3-9*t+11*t^2-11*t^3+11*t^4-9*t^5+3*t^6
1598,12a_797,Y,N,6-21*t+29*t^2-21*t^3+6*t^4
1599,12a_798,Y,N,5-23*t+48*t^2-61*t^3+48*t^4-23*t^5+5*t^6
1600,12a_799,Y,N,2-15*t+42*t^2-57*t^3+42*t^4-15*t^5+2*t^6
1601,12a_800,Y,N,3-11*t+20*t^2-25*t^3+20*t^4-11*t^5+3*t^6
1602,12a_801,Y,N,2-8*t+17*t^2-26*t^3+29*t^4-26*t^5+17*t^6-8*t^7+2*t^8
1603,12a_802,Y,N,4-12*t+15*t^2-12*t^3+4*t^4
1604,12a_803,Y,N,5-11*t+5*t^2
1605,12a_804,Y,N,2-12*t+32*t^2-50*t^3+57*t^4-50*t^5+32*t^6-12*t^7+2*t^8
1606,12a_805,Y,N,1-5*t+11*t^2-17*t^3+20*t^4-21*t^5+20*t^6-17*t^7+11*t^8-5*t^9+t^10
1607,12a_806,Y,N,2-11*t+27*t^2-44*t^3+51*t^4-44*t^5+27*t^6-11*t^7+2*t^8
1608,12a_807,Y,N,2-11*t+28*t^2-47*t^3+55*t^4-47*t^5+28*t^6-11*t^7+2*t^8
1609,12a_808,Y,N,3-15*t+32*t^2-41*t^3+32*t^4-15*t^5+3*t^6
1610,12a_809,Y,N,2-11*t+27*t^2-39*t^3+43*t^4-39*t^5+27*t^6-11*t^7+2*t^8
1611,12a_810,Y,N,4-23*t+57*t^2-75*t^3+57*t^4-23*t^5+4*t^6
1613,12a_812,Y,N,5-23*t+45*t^2-55*t^3+45*t^4-23*t^5+5*t^6
1616,12a_815,Y,N,1-3*t+7*t^2-12*t^3+16*t^4-17*t^5+16*t^6-12*t^7+7*t^8-3*t^9+t^10
1617,12a_816,Y,N,2-7*t+17*t^2-30*t^3+37*t^4-30*t^5+17*t^6-7*t^7+2*t^8
1619,12a_818,Y,N,1-7*t+23*t^2-42*t^3+49*t^4-42*t^5+23*t^6-7*t^7+t^8
1620,12a_819,Y,N,1-5*t+12*t^2-21*t^3+29*t^4-33*t^5+29*t^6-21*t^7+12*t^8-5*t^9+t^10
1621,12a_820,Y,N,2-10*t+23*t^2-35*t^3+39*t^4-35*t^5+23*t^6-10*t^7+2*t^8
1622,12a_821,Y,N,4-20*t+44*t^2-57*t^3+44*t^4-20*t^5+4*t^6
1623,12a_822,Y,N,2-8*t+15*t^2-22*t^3+25*t^4-22*t^5+15*t^6-8*t^7+2*t^8
1624,12a_823,Y,N,4-17*t+31*t^2-37*t^3+31*t^4-17*t^5+4*t^6
1625,12a_824,Y,N,1-3*t+7*t^2-13*t^3+19*t^4-21*t^5+19*t^6-13*t^7+7*t^8-3*t^9+t^10
1626,12a_825,Y,N,2-7*t+16*t^2-27*t^3+33*t^4-27*t^5+16*t^6-7*t^7+2*t^8
1627,12a_826,Y,N,2-6*t+11*t^2-16*t^3+19*t^4-16*t^5+11*t^6-6*t^7+2*t^8
1628,12a_827,Y,N,4-13*t+21*t^2-23*t^3+21*t^4-13*t^5+4*t^6
1630,12a_829,Y,N,2-11*t+25*t^2-37*t^3+41*t^4-37*t^5+25*t^6-11*t^7+2*t^8
1631,12a_830,Y,N,2-9*t+24*t^2-42*t^3+51*t^4-42*t^5+24*t^6-9*t^7+2*t^8
1632,12a_831,Y,N,2-9*t+24*t^2-42*t^3+51*t^4-42*t^5+24*t^6-9*t^7+2*t^8
1633,12a_832,Y,N,2-11*t+25*t^2-37*t^3+41*t^4-37*t^5+25*t^6-11*t^7+2*t^8
1634,12a_833,Y,N,2-9*t+19*t^2-29*t^3+33*t^4-29*t^5+19*t^6-9*t^7+2*t^8
1635,12a_834,Y,N,4-19*t+39*t^2-49*t^3+39*t^4-19*t^5+4*t^6
1636,12a_835,Y,N,1-3*t+6*t^2-9*t^3+11*t^4-11*t^5+11*t^6-9*t^7+6*t^8-3*t^9+t^10
1637,12a_836,Y,N,2-7*t+15*t^2-24*t^3+29*t^4-24*t^5+15*t^6-7*t^7+2*t^8
1638,12a_837,Y,N,2-8*t+18*t^2-28*t^3+33*t^4-28*t^5+18*t^6-8*t^7+2*t^8
1639,12a_838,Y,N,1-3*t+4*t^2-5*t^3+5*t^4-5*t^5+5*t^6-5*t^7+4*t^8-3*t^9+t^10
1640,12a_839,Y,N,2-7*t+11*t^2-14*t^3+15*t^4-14*t^5+11*t^6-7*t^7+2*t^8
1641,12a_840,Y,N,2-8*t+16*t^2-24*t^3+27*t^4-24*t^5+16*t^6-8*t^7+2*t^8
1642,12a_841,Y,N,4-16*t+28*t^2-33*t^3+28*t^4-16*t^5+4*t^6
1643,12a_842,Y,N,3-11*t+20*t^2-23*t^3+20*t^4-11*t^5+3*t^6
1644,12a_843,Y,N,3-11*t+18*t^2-21*t^3+18*t^4-11*t^5+3*t^6
1645,12a_844,Y,N,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
1646,12a_845,Y,N,4-14*t+24*t^2-27*t^3+24*t^4-14*t^5+4*t^6
1647,12a_846,Y,N,1-8*t+24*t^2-43*t^3+51*t^4-43*t^5+24*t^6-8*t^7+t^8
1648,12a_847,Y,N,1-8*t+24*t^2-39*t^3+45*t^4-39*t^5+24*t^6-8*t^7+t^8
1649,12a_848,Y,N,2-9*t+21*t^2-31*t^3+35*t^4-31*t^5+21*t^6-9*t^7+2*t^8
1650,12a_849,Y,N,4-19*t+43*t^2-55*t^3+43*t^4-19*t^5+4*t^6
1651,12a_850,Y,N,1-4*t+8*t^2-12*t^3+13*t^4-13*t^5+13*t^6-12*t^7+8*t^8-4*t^9+t^10
1652,12a_851,Y,N,2-9*t+20*t^2-32*t^3+37*t^4-32*t^5+20*t^6-9*t^7+2*t^8
1653,12a_852,Y,N,2-10*t+25*t^2-42*t^3+49*t^4-42*t^5+25*t^6-10*t^7+2*t^8
1654,12a_853,Y,N,4-19*t+40*t^2-51*t^3+40*t^4-19*t^5+4*t^6
1655,12a_854,Y,N,3-14*t+30*t^2-39*t^3+30*t^4-14*t^5+3*t^6
1656,12a_855,Y,N,2-10*t+23*t^2-33*t^3+35*t^4-33*t^5+23*t^6-10*t^7+2*t^8
1657,12a_856,Y,N,4-22*t+54*t^2-73*t^3+54*t^4-22*t^5+4*t^6
1658,12a_857,Y,N,2-11*t+29*t^2-49*t^3+57*t^4-49*t^5+29*t^6-11*t^7+2*t^8
1659,12a_858,Y,N,3-16*t+38*t^2-51*t^3+38*t^4-16*t^5+3*t^6
1660,12a_859,Y,N,1-4*t+8*t^2-10*t^3+11*t^4-11*t^5+11*t^6-10*t^7+8*t^8-4*t^9+t^10
1661,12a_860,Y,N,2-9*t+20*t^2-28*t^3+31*t^4-28*t^5+20*t^6-9*t^7+2*t^8
1662,12a_861,Y,N,2-10*t+25*t^2-40*t^3+47*t^4-40*t^5+25*t^6-10*t^7+2*t^8
1663,12a_862,Y,N,4-19*t+42*t^2-53*t^3+42*t^4-19*t^5+4*t^6
1664,12a_863,Y,N,3-14*t+30*t^2-37*t^3+30*t^4-14*t^5+3*t^6
1665,12a_864,Y,N,1-5*t+12*t^2-20*t^3+27*t^4-29*t^5+27*t^6-20*t^7+12*t^8-5*t^9+t^10
1666,12a_865,Y,N,2-11*t+28*t^2-46*t^3+55*t^4-46*t^5+28*t^6-11*t^7+2*t^8
1667,12a_866,Y,N,2-12*t+34*t^2-62*t^3+75*t^4-62*t^5+34*t^6-12*t^7+2*t^8
1668,12a_867,Y,N,1-9*t+34*t^2-69*t^3+87*t^4-69*t^5+34*t^6-9*t^7+t^8
1669,12a_868,Y,N,1-10*t+39*t^2-84*t^3+109*t^4-84*t^5+39*t^6-10*t^7+t^8
1670,12a_869,Y,N,1-5*t+12*t^2-21*t^3+27*t^4-29*t^5+27*t^6-21*t^7+12*t^8-5*t^9+t^10
1671,12a_870,Y,N,2-10*t+23*t^2-37*t^3+43*t^4-37*t^5+23*t^6-10*t^7+2*t^8
1672,12a_871,Y,N,2-11*t+27*t^2-45*t^3+53*t^4-45*t^5+27*t^6-11*t^7+2*t^8
1673,12a_872,Y,N,4-21*t+45*t^2-57*t^3+45*t^4-21*t^5+4*t^6
1674,12a_873,Y,N,5-22*t+42*t^2-51*t^3+42*t^4-22*t^5+5*t^6
1675,12a_874,Y,N,2-12*t+33*t^2-59*t^3+71*t^4-59*t^5+33*t^6-12*t^7+2*t^8
1676,12a_875,Y,N,5-29*t+72*t^2-95*t^3+72*t^4-29*t^5+5*t^6
1679,12a_878,Y,N,1-3*t+6*t^2-9*t^3+12*t^4-13*t^5+12*t^6-9*t^7+6*t^8-3*t^9+t^10
1680,12a_879,Y,N,2-7*t+15*t^2-23*t^3+27*t^4-23*t^5+15*t^6-7*t^7+2*t^8
1682,12a_881,Y,N,2-7*t+13*t^2-15*t^3+15*t^4-15*t^5+13*t^6-7*t^7+2*t^8
1683,12a_882,Y,N,4-16*t+33*t^2-41*t^3+33*t^4-16*t^5+4*t^6
1684,12a_883,Y,N,4-20*t+42*t^2-53*t^3+42*t^4-20*t^5+4*t^6
1685,12a_884,Y,N,1-9*t+33*t^2-66*t^3+81*t^4-66*t^5+33*t^6-9*t^7+t^8
1686,12a_885,Y,N,1-9*t+32*t^2-63*t^3+77*t^4-63*t^5+32*t^6-9*t^7+t^8
1687,12a_886,Y,N,1-7*t+24*t^2-45*t^3+53*t^4-45*t^5+24*t^6-7*t^7+t^8
1688,12a_887,Y,N,1-9*t+32*t^2-63*t^3+79*t^4-63*t^5+32*t^6-9*t^7+t^8
1689,12a_888,Y,N,1-9*t+33*t^2-67*t^3+83*t^4-67*t^5+33*t^6-9*t^7+t^8
1690,12a_889,Y,N,2-10*t+22*t^2-32*t^3+35*t^4-32*t^5+22*t^6-10*t^7+2*t^8
1691,12a_890,Y,N,4-21*t+47*t^2-61*t^3+47*t^4-21*t^5+4*t^6
1692,12a_891,Y,N,2-11*t+29*t^2-47*t^3+55*t^4-47*t^5+29*t^6-11*t^7+2*t^8
1693,12a_892,Y,N,4-22*t+53*t^2-69*t^3+53*t^4-22*t^5+4*t^6
1694,12a_893,Y,N,1-9*t+33*t^2-68*t^3+87*t^4-68*t^5+33*t^6-9*t^7+t^8
1695,12a_894,Y,N,2-12*t+33*t^2-56*t^3+67*t^4-56*t^5+33*t^6-12*t^7+2*t^8
1696,12a_895,Y,N,2-10*t+27*t^2-51*t^3+63*t^4-51*t^5+27*t^6-10*t^7+2*t^8
1697,12a_896,Y,N,2-11*t+26*t^2-40*t^3+45*t^4-40*t^5+26*t^6-11*t^7+2*t^8
1698,12a_897,Y,N,4-22*t+50*t^2-65*t^3+50*t^4-22*t^5+4*t^6
1699,12a_898,Y,N,1-4*t+11*t^2-21*t^3+30*t^4-33*t^5+30*t^6-21*t^7+11*t^8-4*t^9+t^10
1700,12a_899,Y,N,2-8*t+20*t^2-35*t^3+43*t^4-35*t^5+20*t^6-8*t^7+2*t^8
1702,12a_901,Y,N,1-9*t+27*t^2-47*t^3+55*t^4-47*t^5+27*t^6-9*t^7+t^8
1703,12a_902,Y,N,2-18*t+51*t^2-71*t^3+51*t^4-18*t^5+2*t^6
1704,12a_903,Y,N,5-26*t+57*t^2-73*t^3+57*t^4-26*t^5+5*t^6
1705,12a_904,Y,N,2-10*t+23*t^2-36*t^3+41*t^4-36*t^5+23*t^6-10*t^7+2*t^8
1706,12a_905,Y,N,4-20*t+43*t^2-55*t^3+43*t^4-20*t^5+4*t^6
1707,12a_906,Y,N,1-8*t+26*t^2-53*t^3+69*t^4-53*t^5+26*t^6-8*t^7+t^8
1708,12a_907,Y,N,2-11*t+29*t^2-45*t^3+51*t^4-45*t^5+29*t^6-11*t^7+2*t^8
1709,12a_908,Y,N,4-22*t+55*t^2-73*t^3+55*t^4-22*t^5+4*t^6
1710,12a_909,Y,N,1-4*t+9*t^2-14*t^3+16*t^4-17*t^5+16*t^6-14*t^7+9*t^8-4*t^9+t^10
1711,12a_910,Y,N,2-9*t+22*t^2-36*t^3+41*t^4-36*t^5+22*t^6-9*t^7+2*t^8
1712,12a_911,Y,N,2-9*t+23*t^2-39*t^3+45*t^4-39*t^5+23*t^6-9*t^7+2*t^8
1713,12a_912,Y,N,3-12*t+26*t^2-35*t^3+26*t^4-12*t^5+3*t^6
1714,12a_913,Y,N,1-7*t+24*t^2-48*t^3+59*t^4-48*t^5+24*t^6-7*t^7+t^8
1715,12a_914,Y,N,5-25*t+59*t^2-77*t^3+59*t^4-25*t^5+5*t^6
1716,12a_915,Y,N,3-23*t+65*t^2-89*t^3+65*t^4-23*t^5+3*t^6
1717,12a_916,Y,N,1-4*t+10*t^2-18*t^3+26*t^4-29*t^5+26*t^6-18*t^7+10*t^8-4*t^9+t^10
1718,12a_917,Y,N,2-9*t+23*t^2-39*t^3+47*t^4-39*t^5+23*t^6-9*t^7+2*t^8
1719,12a_918,Y,N,1-9*t+29*t^2-53*t^3+63*t^4-53*t^5+29*t^6-9*t^7+t^8
1720,12a_919,Y,N,2-16*t+45*t^2-63*t^3+45*t^4-16*t^5+2*t^6
1721,12a_920,Y,N,1-4*t+9*t^2-16*t^3+21*t^4-23*t^5+21*t^6-16*t^7+9*t^8-4*t^9+t^10
1722,12a_921,Y,N,2-9*t+21*t^2-35*t^3+41*t^4-35*t^5+21*t^6-9*t^7+2*t^8
1723,12a_922,Y,N,2-11*t+32*t^2-60*t^3+73*t^4-60*t^5+32*t^6-11*t^7+2*t^8
